,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Lazarov A.,5.0,3.0,0.0,1.0,334.0,0.0,2.0,0.0,265.1650429449553,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Lazov A.,1.0,1.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ledovskikh M.,15.0,14.0,0.0,3.0,220.0,650.0,2.3333333333333335,0.0,154.1223539918853,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Lee D.H.,2.0,2.0,0.0,1.0,212.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Lee H.T.,259.0,102.0,2.0,113.0,36.0,2954.0,2.584070796460177,5.0,29.32526753868737,20.0,17.0,76.0,0.0,0.0,21.0,60.0,16.0,16.0,0.0,0.0,10.0,10.0,11.0,13.0,7.0,17.0,7.0,14.0,13.0,8.0,2.0,1.0,62.0,33.0,9.0,0.0,6.0,0.0,2.0,1.0,0.4362934362934363,0.007722007722007722
Lee M.,45.0,25.0,1.0,15.0,96.0,2193.0,2.6,0.0,49.53921005964199,1.0,11.0,3.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.022222222222222223
Lehecka J.,115.0,63.0,3.0,63.0,23.0,1003.0,2.6031746031746033,4.0,25.868324183805015,13.0,5.0,45.0,29.0,9.0,10.0,0.0,0.0,0.0,15.0,0.0,11.0,9.0,6.0,8.0,1.0,2.0,7.0,7.0,3.0,7.0,2.0,0.0,25.0,21.0,5.0,3.0,6.0,0.0,2.0,1.0,0.5478260869565217,0.02608695652173913
Lejnieks K.,2.0,2.0,0.0,1.0,664.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Lemke J.,1.0,1.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lenz J.,2.0,2.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leshem E.,3.0,2.0,0.0,1.0,278.0,0.0,2.0,0.0,96.99484522385713,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Lestienne C.,52.0,34.0,0.0,16.0,48.0,1997.0,2.5,0.0,34.974650160454125,0.0,1.0,15.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3076923076923077,0.0
Levine I.,2.0,2.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levine J.,91.0,47.0,0.0,28.0,76.0,2379.0,2.607142857142857,0.0,82.85786554306682,1.0,9.0,18.0,12.0,0.0,8.0,3.0,2.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,5.0,7.0,3.0,4.0,1.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3076923076923077,0.0
Levinsky J.,1.0,1.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levy H.,115.0,65.0,2.0,39.0,35.0,3612.0,2.5384615384615383,2.0,88.04181318876401,9.0,6.0,24.0,1.0,0.0,4.0,16.0,7.0,11.0,0.0,0.0,3.0,3.0,4.0,2.0,5.0,6.0,5.0,4.0,2.0,5.0,0.0,0.0,26.0,6.0,2.0,0.0,3.0,0.0,2.0,0.0,0.3391304347826087,0.017391304347826087
Li Z.,10.0,7.0,0.0,0.0,234.0,0.0,0.0,0.0,64.48410656898334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li Zh.,1.0,1.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindahl N.,9.0,8.0,0.0,1.0,243.0,0.0,3.0,0.0,45.96194077712559,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Lindell C.,10.0,4.0,0.0,2.0,177.0,377.0,2.5,0.0,104.78026895319921,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Linzer M.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipsky S.,1.0,1.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisnard J.,27.0,20.0,0.0,8.0,126.0,1568.0,2.75,0.0,39.271844593522445,6.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.0
Lisnard J.R.,86.0,53.0,0.0,28.0,85.0,3165.0,2.7857142857142856,0.0,37.15649932618614,11.0,0.0,17.0,0.0,0.0,5.0,16.0,2.0,4.0,1.0,0.0,7.0,1.0,2.0,5.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,23.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32558139534883723,0.0
Liukko V.,4.0,3.0,0.0,2.0,188.0,21.0,2.5,0.0,5.196152422706632,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Ljubicic I.,635.0,150.0,23.0,382.0,3.0,4426.0,2.5235602094240837,33.0,23.130306784478876,88.0,24.0,270.0,30.0,14.0,46.0,132.0,47.0,84.0,27.0,2.0,42.0,57.0,38.0,20.0,42.0,28.0,27.0,24.0,21.0,67.0,12.0,4.0,153.0,114.0,26.0,9.0,45.0,2.0,23.0,10.0,0.6015748031496063,0.03622047244094488
Ljubicic I. ,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llamas Ruiz P.,8.0,5.0,0.0,4.0,152.0,317.0,2.25,0.0,2.309401076758499,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Llodra M.,370.0,113.0,10.0,176.0,21.0,5334.0,2.534090909090909,12.0,42.19631309207893,20.0,41.0,115.0,41.0,4.0,34.0,56.0,6.0,10.0,25.0,0.0,20.0,32.0,14.0,6.0,14.0,36.0,7.0,11.0,6.0,21.0,7.0,2.0,97.0,40.0,8.0,0.0,16.0,0.0,10.0,5.0,0.4756756756756757,0.02702702702702703
Lock B.,1.0,1.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loffhagen G.,2.0,2.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logtens P.,2.0,1.0,0.0,0.0,286.0,0.0,0.0,0.0,191.6259377015544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lojda D.,1.0,1.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lokoli L.,8.0,8.0,0.0,0.0,173.0,0.0,0.0,0.0,58.61740355901138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Londero J.I.,83.0,42.0,2.0,34.0,50.0,1112.0,2.6470588235294117,0.0,31.373370966427903,29.0,1.0,4.0,25.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,2.0,4.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,20.0,6.0,1.0,0.0,4.0,0.0,2.0,1.0,0.40963855421686746,0.024096385542168676
Lopes H.,1.0,1.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lopez F.,933.0,207.0,17.0,471.0,12.0,8171.0,2.6900212314225054,32.0,89.23742522145713,121.0,83.0,267.0,113.0,50.0,92.0,48.0,54.0,38.0,76.0,0.0,35.0,43.0,39.0,45.0,29.0,81.0,43.0,48.0,19.0,81.0,7.0,1.0,215.0,153.0,36.0,5.0,35.0,2.0,18.0,7.0,0.5048231511254019,0.01822079314040729
Lopez F. ,2.0,1.0,0.0,1.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Lopez M.,49.0,28.0,0.0,20.0,111.0,1303.0,2.35,0.0,190.5167122513372,18.0,1.0,1.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.40816326530612246,0.0
Lopez San Martin A.,1.0,1.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lopez Villasenor G.,4.0,2.0,0.0,0.0,518.0,0.0,0.0,0.0,23.459184413217198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lopez-Jaen M.A.,3.0,3.0,0.0,1.0,264.0,0.0,4.0,0.0,2.8284271247461903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Lopez-Moron A.,10.0,10.0,0.0,1.0,117.0,0.0,2.0,0.0,21.962088546705512,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Lopez-Perez E.,1.0,1.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzi P.,278.0,120.0,4.0,101.0,33.0,4677.0,2.613861386138614,0.0,26.939171225223788,56.0,5.0,40.0,69.0,6.0,13.0,0.0,1.0,0.0,12.0,0.0,6.0,25.0,4.0,19.0,4.0,3.0,16.0,8.0,8.0,7.0,0.0,1.0,66.0,24.0,1.0,0.0,6.0,0.0,3.0,1.0,0.36330935251798563,0.014388489208633094
Lu H.,2.0,2.0,0.0,1.0,1095.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Lu Y.,11.0,10.0,0.0,1.0,139.0,0.0,2.0,0.0,314.23446660097613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
Lu Y.H.,329.0,102.0,1.0,136.0,33.0,4866.0,2.4779411764705883,5.0,71.56449688692985,4.0,26.0,106.0,62.0,12.0,21.0,12.0,4.0,0.0,25.0,0.0,19.0,15.0,13.0,1.0,3.0,26.0,11.0,25.0,11.0,11.0,0.0,1.0,97.0,28.0,6.0,1.0,3.0,0.0,1.0,0.0,0.4133738601823708,0.00303951367781155
Luczak P.,112.0,65.0,0.0,35.0,70.0,3115.0,2.6285714285714286,0.0,44.52277399091564,16.0,4.0,15.0,10.0,0.0,6.0,14.0,4.0,0.0,1.0,0.0,9.0,8.0,1.0,3.0,0.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,27.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3125,0.0
Luczak P. ,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukaev R.,1.0,1.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luncanu P.A.,2.0,2.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luque D.,1.0,1.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxa P.,7.0,7.0,0.0,0.0,174.0,0.0,0.0,0.0,89.70507232035433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luz O.,1.0,1.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luzzi F.,43.0,25.0,0.0,16.0,95.0,2353.0,2.4375,0.0,54.45966377379664,13.0,0.0,3.0,0.0,0.0,1.0,11.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581395,0.0
Maamoun K.,1.0,1.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacLagan M.,2.0,2.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacPhie B.,2.0,2.0,0.0,1.0,419.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Machac T.,71.0,39.0,1.0,39.0,25.0,1010.0,2.641025641025641,4.0,34.764030478729744,10.0,1.0,28.0,12.0,7.0,9.0,0.0,0.0,0.0,11.0,0.0,4.0,3.0,6.0,4.0,6.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,19.0,11.0,3.0,2.0,3.0,0.0,1.0,0.0,0.5492957746478874,0.014084507042253521
Machado R.,49.0,27.0,0.0,12.0,68.0,2436.0,2.4166666666666665,0.0,86.2167304841967,11.0,0.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24489795918367346,0.0
Mackin A.,11.0,9.0,0.0,0.0,230.0,0.0,0.0,0.0,57.97331077232663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madaras D.,2.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,86.97413408594535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maden Y.,26.0,15.0,0.0,9.0,109.0,729.0,2.7777777777777777,0.0,42.060232499294834,4.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0
Maestrelli F.,1.0,1.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mager G.,58.0,42.0,1.0,24.0,62.0,819.0,2.5416666666666665,1.0,19.737664112437038,13.0,1.0,10.0,16.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,17.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.41379310344827586,0.017241379310344827
Mahut N.,392.0,104.0,6.0,175.0,37.0,6702.0,2.5828571428571427,4.0,72.11094564402407,17.0,66.0,92.0,72.0,8.0,30.0,38.0,3.0,9.0,15.0,0.0,14.0,17.0,11.0,4.0,13.0,48.0,25.0,11.0,19.0,10.0,2.0,1.0,109.0,43.0,4.0,0.0,9.0,0.0,6.0,4.0,0.44642857142857145,0.015306122448979591
Majchrzak K.,47.0,28.0,0.0,18.0,75.0,1135.0,2.6666666666666665,0.0,16.903085094570333,4.0,1.0,13.0,11.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3829787234042553,0.0
Malcor O.,2.0,2.0,0.0,0.0,339.0,0.0,0.0,0.0,72.8319984622144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malisse X.,487.0,141.0,10.0,256.0,19.0,4922.0,2.578125,15.0,48.1672334860407,37.0,49.0,170.0,47.0,9.0,53.0,88.0,18.0,30.0,11.0,0.0,32.0,33.0,26.0,11.0,26.0,49.0,19.0,32.0,7.0,19.0,1.0,1.0,128.0,74.0,17.0,1.0,22.0,1.0,10.0,3.0,0.5256673511293635,0.02053388090349076
Mamiit C.,92.0,50.0,0.0,29.0,95.0,3158.0,2.4827586206896552,0.0,29.357542810414493,2.0,3.0,24.0,0.0,0.0,3.0,17.0,8.0,1.0,0.0,0.0,1.0,8.0,3.0,0.0,2.0,2.0,1.0,1.0,7.0,3.0,0.0,1.0,23.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31521739130434784,0.0
Mankad H.,3.0,2.0,0.0,0.0,340.0,0.0,0.0,0.0,14.142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mannarino A.,616.0,150.0,15.0,284.0,19.0,5873.0,2.602112676056338,8.0,45.97612037301152,21.0,66.0,197.0,156.0,29.0,44.0,3.0,0.0,0.0,52.0,0.0,20.0,36.0,24.0,3.0,13.0,49.0,26.0,37.0,16.0,49.0,11.0,0.0,140.0,88.0,12.0,0.0,24.0,0.0,15.0,5.0,0.461038961038961,0.024350649350649352
Mansouri S.,1.0,1.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
